review,source_file,tokens,sentiment,dominant_topic,category,image_path,product_url
"보라색나무
상위 5%
신고
25.03.28
옵션
Black(흑청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
157cm
49kg
상의 55
하의 26
발 235mm
키가 작아서 살까말까 고민 많이 하다가 샀어요. 흑청이 그나마 작게 나왔다고 해서 샀구요. 길이는 그렇다쳐도 허리가 진짜 커요 통 넓은 건 힙해서 좋아요 길이도 길긴 한데 에어포스랑 신으면 괜찮아요..",zigzag_reviews_3.csv,"['보라색', '나무', '고민', '길이', '힙해', '길이', '에어포스']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"코프
상위 20%
신고
25.02.20
옵션
Black(흑청)
S
사이즈
생각보다 커요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
158cm
50kg
상의 55
하의 27
발 230mm
허리가 조금 크게 나와서 살짝 크지만 감안하고 사서 괜찮아요 근데 제 키에는 바지가 길어서 계속 밟혀서
똑딱이 필수에요 색감은 아주 만족합니다
근데 밑에 똑딱이를 해서 그런가 입을때마다 약간 바지가 부직포처럼 힘이 있어서 허벅지쪽이 부해보이는 느낌이…
더보기",zigzag_reviews_3.csv,"['코프', '크게', '감안', '사서', '계속', '필수', '런가', '약간', '부직포', '허벅지']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"비율좋고옷잘입고싶음
상위 5%
신고
25.01.14
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
161cm
46kg
상의 55
하의 26
발 230mm
와 인생바지될것같아요 핏이 이런핏이 비율 엄청 좋아보여요 벽에 기댄것도 아닌데 실제 색감은 1,2번 사진에 가까워요 소재도 짱짱하고 제가 산 바지중에 최고로 핏이 좋습니다 너무 이쁘고 만족해요 허리는 살짝 큰데 엄청 크진 않아서 괜찮고 너무 이쁘네요!…
더보기",zigzag_reviews_3.csv,"['비율', '중청', '인생', '비율', '실제', '소재', '최고']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"7fPkddPC
상위 5%
신고
25.03.24
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
167cm
61kg
상의 55
하의 28
발 250mm
키 167에 살쪄서 60-62왔다갔다하는데 허리얇은 체형인데도 s 하니까 허리가 꼭 맞더라구요 모델이나 다른 후기처럼 힙한 팬츠체형이 안된 ㅠ 길이가 길더라도 똑덕이있으니까 엠사이즈 시켜볼걸 그랬나봐요 저랑 비슷한 키도 다들 에스하길래 해봤는데..흐음…
더보기",zigzag_reviews_3.csv,"['중청', '체형', '모델', '다른', '후기', '체형', '길이', '덕이', '볼걸', '키도', '에스']",neutral,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"배기눙
탑리뷰어
신고
25.03.18
옵션
Black(흑청)
S
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
164cm
51kg
상의 55
하의 26
발 230mm
?? 흑청이 동일라인 타 색상에 비해 사이즈가 작습니다 ??

매니크 바지가 너무 마음에 들어서 깔별로 모으고 있었는데요... 리뷰를 제대로 안 보고 구매했더니 제가 생각하던 핏은 아니었지만 이것도 나름대로 예뻐서 품어요 ??

평소에 s-m 입는 사람…
더보기",zigzag_reviews_3.csv,"['배기', '동일', '라인', '매니', '별로', '제대로', '보고', '나름', '평소', '사람']",negative,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"nHJQNSSI
상위 5%
신고
25.03.14
옵션
Light Blue(연청)
L
사이즈
정사이즈예요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
165cm
67kg
상의 66
하의 30
발 240mm
살이 5키로 넘게 쪄서 바지 장만 ㅎㅎ^^
원래도 하비에 허리가 그에 비해서는 얇은 편이였는데요 살이 찌면서 역대급 뱃살인생을 살고 있습니다 원래 서 있으면 배가 안나오는 체형이였는데....공익(?)을 위해 제 뱃살 공개합니다 무슨 작으니깐 한사이즈 …
더보기",zigzag_reviews_3.csv,"['살이', '장만', '원래', '하비', '살이', '역대', '뱃살', '인생', '원래', '체형', '공익', '위해', '뱃살', '공개', '무슨']",neutral,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"배기눙
탑리뷰어
신고
25.03.04
옵션
Deep Blue(진청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
164cm
51kg
상의 55
하의 26
발 230mm
매니크에서 중청바지 샀다가 너무 마음에 들어서 고민하다가 진청으로 한 번 더 구매했어요! 역시 이번에도 마음에 듭니다 ??
상의에 무엇을 입든 넘 찰떡 콩떡으로 잘 어울려요. 위에 자켓이랑 입었을 때 코디 칭찬 받았었답니당 헤헤

좀 크긴한데 똑딱이로…
더보기",zigzag_reviews_3.csv,"['배기', '진청', '매니', '청바지', '고민', '진청', '역시', '이번', '듭니', '무엇', '찰떡', '콩떡', '자켓', '코디', '칭찬', '헤헤', '이로']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"맛챠
상위 15%
신고
24.10.16
옵션
Deep Blue(진청)
M
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면보다 밝아요
정보
167cm
67kg
상의 66
하의 29
발 250mm
사이즈 고민되실 분들을 위해 자세히 후기남겨봅니당
제 스펙은 167/65~67입니다! 보통 힙 50cm이상 허리 74~76cm이상 정도의 바지를 입었을 때 배가 너무 조이거나 엉덩이가 심하게 끼지 않고 아주 살짝 여유있어요. 이 바지는 M 사이즈 치수…
더보기",zigzag_reviews_3.csv,"['맛챠', '진청', '고민', '위해', '후기', '스펙', '이상', '이상', '엉덩이', '여유', '치수']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"몽글mong
신고
24.09.24
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
167cm
56kg
왘 진짜 너무너무 예뻐요ㅠㅠㅠ!!
키 160 후반으로 꽤 큰 편인데 길이는 신발 신었을 때 땅에 좀 닿이는 정도에요
마지막 사진이 바지 맨 밑에 있는 단추 채운거에요 먼가 항아리핏이라고 하나 그런 핏 좋아하시면 단추 채워서 입는 것도 괜찮으실 것 같아…
더보기",zigzag_reviews_3.csv,"['중청', '후반', '길이', '신발', '마지막', '항아리', '하나']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"나는하하하
상위 10%
신고
24.09.24
옵션
Deep Blue(진청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
160cm
47kg
상의 44
하의 25
발 235mm
1. 그냥 입은 거
2. 두번째 버클에 잠근거
3. 첫번째 버클에 잠근거
저는 이 버클이 기장을 줄여주는 역할인 줄 알았는데 핏을 다르게 입을 수 있는 거 였군요? 그다지 차이는 없어보이지만.. ㅎ 예쁘네요!!!
이렇게 아방방하고 큰 핏의 바지에 요즘…
더보기",zigzag_reviews_3.csv,"['진청', '두번째', '버클', '버클', '버클', '역할', '그다지']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"Yjn6DtRp
상위 10%
신고
25.02.07
옵션
Light Blue(연청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면보다 밝아요
정보
167cm
53kg
상의 55
하의 27
발 245mm
키 167 원래 사이즈: M

*사이즈
원래 보통 바지는 엉덩이 부분 때문에 m사이즈 입는데 이거는 s사이즈 인데도 딱 잘맞아요!!! 하이웨스트로 많이 입는 편이라 하이웨스트로 입으면 허리도 잘 맞아요 ㅎ.ㅎ 167키에 하이웨스트로 입었을 때 길이도 …
더보기",zigzag_reviews_3.csv,"['원래', '원래', '엉덩이', '부분', '때문', '하이', '웨스트로', '편이', '하이', '웨스트로', '하이', '웨스트로', '길이']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"예로서
탑리뷰어
신고
24.12.29
옵션
Light Blue(연청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
48kg
상의 55
하의 27
발 245mm
컬러, 사이즈 상세페이지와 거의 동일해요!
허리보다 골반에 맞춰입는 바지라서 키 163, 다리 긴편인데도 맨발에 바지끝단이 살짝 밟히는 기장이에요. 운동화신으면 아슬아슬하게 안끌리는 정도? 벨트나 요술단추 달면 확실히 안끌릴 것 같아서 입다가 추가하…
더보기",zigzag_reviews_3.csv,"['로서', '컬러', '상세', '페이지', '거의', '골반', '다리', '맨발', '끝단', '운동화', '벨트', '요술', '입다', '추가']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"creespy
상위 5%
신고
25.04.12
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
159cm
52kg
상의 55
하의 26
발 220mm
요즘 sns에서 정말 핫하길래 구매해본 매니크 바지! 
저의 체형은 허리는 얇은데 왕덩이로 유명한 힙과 허벅지에 살이 매우 많은 전형적인 하비입니다... 그래서 힙에 맞춰서 바지 사면 허리는 너무 커서 줄줄 내려가고, 허리에 맞춰서 사면 힙과 허벅지가…
더보기",zigzag_reviews_3.csv,"['중청', '정말', '매니', '체형', '덩이', '허벅지', '살이', '매우', '전형', '하비', '사면', '커서', '줄줄', '사면', '허벅지']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"유몽
상위 5%
신고
25.03.27
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
155cm
58kg
상의 55
하의 28
발 225mm
바지 밑단 단추 디테일이 너무 센스 있어 보여서 고민도 안 하고 바로 구매했어요 딱 제 스타일이라 실물도 기대됐는데 역시 마음에 들더라고요 !

하비 체형인데, 이 바지는 사이즈가 여유 있게 잘 맞았어요 너무 루즈하지도 않고, 적당히 낙낙해서 핏이 예…
더보기",zigzag_reviews_3.csv,"['유몽', '중청', '밑단', '디테', '일이', '센스', '고민', '바로', '스타일', '실물', '기대', '역시', '하비', '체형', '여유', '루즈', '낙낙']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"MuLZwEcJ
상위 25%
신고
24.12.06
옵션
Blue(중청)
M
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면보다 밝아요
정보
164cm
60kg
상의 66
하의 28
발 240mm
일단 색감자체는 5번째사진이랑 비슷하고 아래 버튼으로 조절하면 핏이 훨씬 이뻐요! 그냥 입는것보다 훨씬 핏이 이뻐요! 구리구 완정 그냥 널널하게 입고싶다 하면 한치수씩 더 크게 사두될것같아요! 큰게 입는거 좋아하는 분들은여! 저는 이쁘고 편해서 자주입…
더보기",zigzag_reviews_3.csv,"['중청', '일단', '자체', '아래', '버튼', '조절', '완정', '치수', '크게', '사두', '주입']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"gima******
상위 10%
신고
24.11.24
옵션
Deep Blue(진청)
S
사이즈
생각보다 커요
퀄리티
보통이에요
색감
화면과 비슷해요
핏이 진짜 예뻐요... 162cm 키에 밑 단추 고정해주니 핏이 더 예뻐지네요ㅠㅠ ... 그냥 막 찍어도 쇼핑몰 핏이 됨 그저 감격",zigzag_reviews_3.csv,"['진청', '고정', '쇼핑몰', '감격']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"MjJRq8sj
신고
24.11.22
옵션
Blue(중청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
156cm
50kg
상의 55
하의 26
발 230mm
여기서 청바지 처음사봐서 걱정을 많이했는데 여태 삿던 청바지중에 핏이 젤 예뻐요!!!! 밑에 단추 포인트가 넘넘 예뻐서ㅠㅠㅠㅠ 하나 더살까 고민즁입니다.. !!! 벌룬? 느낌의 바지를 첨 입어보는데 너무 예쁘고.. 유니크하고 색상도 빈티하고 넘 예뻐요…
더보기",zigzag_reviews_3.csv,"['중청', '청바지', '처음', '걱정', '여태', '삿던', '청바지', '포인트', '하나', '고민', '벌룬', '유니크', '빈티']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"Xaris
상위 5%
신고
25.01.23
옵션
Blue(중청)
M
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
172cm
60kg
상의 55
발 245mm
??왜 부끄러운 셀룰 뱃살을 깠냐? ? 허리 라인이 너무 찰떡콩떡 예쁘게 떨어져서요. 보여드려야해요。

172,62인 저는 바지 찾기 진짜 어렵거든요.... 그런데
M에 이런 길이, 이런 핏, 이런 허리라인... ??
ㄴ>허벅지 밑위 끼는 것 없이 진짜 …
더보기",zigzag_reviews_3.csv,"['중청', '셀룰', '뱃살', '라인', '찰떡', '콩떡', '찾기', '길이', '라인', '허벅지', '밑위']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"n7aaQc3Y
신고
24.11.24
옵션
Deep Blue(진청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
68kg
상의 66
하의 32
발 245mm
단추 전 / 단추 후(제일 안쪽으로)

단추 하고 다니면 그렇게 크지 않아요! 평소에 허벅지 단면 30이상만 사는데 저에게는 예쁜 와이드팬츠입니다.. 제가 추위를 잘 타는 사람이라 지금 날씨로 안에 기모스타킹(그냥 기모스타킹) 입고 다녔구요.. 더 추…
더보기",zigzag_reviews_3.csv,"['진청', '후제', '안쪽', '평소', '허벅지', '단면', '이상만', '와이드', '추위', '사람', '지금', '날씨', '스타킹', '스타킹']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"지그재그핑이다츄
상위 5%
신고
24.09.06
옵션
Blue(중청)
M
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
61kg
상의 66
하의 28
발 250mm
진짜 고민 장난안하고 일주일했어여..
가격대도 있어서 리뷰 계속보다 보고 떠보다 주문..
왠걸 힙함과 거리있는 제가 입고 반했습니다..??
3번째사진이 똑딱이 안한거/ 2번째가 똑딱이 채운거!
허리가 좀 커서 밸트로 잡아주지 아무 문제없습니다
바지 색…
더보기",zigzag_reviews_3.csv,"['지그재그', '핑이다츄', '중청', '고민', '장난', '일주일', '대도', '계속', '보고', '주문', '힙함', '거리', '커서', '밸트', '아무', '문제']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"scrooge_97
탑리뷰어
신고
24.08.23
옵션
Blue(중청)
L
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
165cm
65kg
상의 66
하의 30
발 235mm
**제발 한사이즈 작게사세요**
배송 빨라서 새벽에 받자마자 입고 나갔어요!
봄가을겨울에 입기좋은 두께고, 재질도 좋고 냄새도 안나네요~! 

컬러는 사진에서 본 그대로 옐로우끼가 도는 청바지인데 Y2K 느낌 낭낭하고 받자마자 갬성 넘친다 느낌!

핏…
더보기",zigzag_reviews_3.csv,"['중청', '제발', '배송', '새벽', '겨울', '두께', '냄새', '안나', '컬러', '그대로', '옐로우', '청바지', '낭낭']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"제리리리
상위 10%
신고
24.07.24
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
156cm
60kg
상의 77
하의 34
발 235mm
156 숏다리
엉덩이랑 허벅지가 진짜 거대하고 뚱뚱이라 바지 스몰은 꿈도 못꿨는데 박용우4주루틴 시작하고 살이 좀 빠져서 과감하게 주문해봄
M주문했는데 커서 반품하고 S주문
세상에 딱 맞음 길이가 길어서 예쁘게 입으러고 2단 잘라달라고 수선 맡겨놨어요…
더보기",zigzag_reviews_3.csv,"['제리', '리리', '중청', '다리', '엉덩이', '허벅지', '뚱뚱', '스몰', '박용우', '루틴', '시작', '살이', '과감', '주문', '주문', '커서', '반품', '주문', '세상', '길이', '달라', '수선']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"jori******
상위 10%
신고
25.03.04
옵션
Blue(중청)
S
사이즈
생각보다 커요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
160cm
60kg
상의 66
하의 29
발 240mm
앞의 사진 2장이 그냥 입었을때,
뒤의 사진 2장은 가장 끝 스냅버튼 채웠을 때입니다!

아랫배 쪽에 살이 있는 편이고 골반도 있는 편이라
항상 바지는 M~L사이즈 입는데
리뷰 따라서 S사이즈 구매했는데 딱 맞네요!
한사이즈 작게 사시면 될 것 같습니…
더보기",zigzag_reviews_3.csv,"['중청', '가장', '스냅', '버튼', '살이', '편이', '골반', '편이', '항상', '따라서', '사시']",neutral,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"7csp******
신고
24.12.30
옵션
Blue(중청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
47kg
상의 44
하의 26
발 235mm
처음에 받았을 때 통이랑 허리가 저한텐 너무 커서 반품하려고 했는데요 
밑에 똑딱이 채우고 허리 한번 접으니까 핏이 너무너뮤너뮤ㅠ 이뻐서 입기로 했습니다
허리 크시면 바지 밑위가 길어서 벨트 채우는 것 보다 한번 접어서 입는게 더 이뻐용
무엇보다 밑에…
더보기",zigzag_reviews_3.csv,"['중청', '처음', '한텐', '커서', '반품', '한번', '크시', '밑위', '벨트', '한번', '무엇']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"Zoeful
신고
24.12.20
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
160cm
50kg
상의 44
하의 26
발 230mm
색감 진짜 너무 예뻐요!! 딱 이걸 원했어요??
165이상 키 큰 분들이 입으면 로우라이즈로 딱 골반에 걸쳐서 예쁘게 입을 수 있을듯요!

저한테는 길이가 너~~무 길고 허리통이 너무 커서 줄여입었어용
허리 줄이고 매직단추+허리줄이는 버클 써서 허리에 …
더보기",zigzag_reviews_3.csv,"['중청', '이상', '로우', '라이즈', '골반', '길이', '커서', '매직', '버클']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"mgB4OUgm
상위 5%
신고
25.03.26
옵션
Blue(중청)
L
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면보다 밝아요
정보
172cm
74kg
상의 77
하의 30
발 260mm
이런 애쉬 느낌의 청바지를 갖고 싶던 찰나에 여기 저기서 추천을 많이 하길래 궁금해서 사봤습니다. 
입어보니 다들 칭찬하는 이유를 알거 같아요! 청바지가 길어서 너무 만족스럽고 부해보이는 느낌없이 적당히 와이드로 떨어져서 손이 자주 갑니다. 허리가 편…
더보기",zigzag_reviews_3.csv,"['중청', '애쉬', '청바지', '찰나', '저기', '추천', '칭찬', '이유', '청바지', '와이드', '자주']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"icg5rE81
신고
25.03.19
옵션
Blue(중청)
M
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
57kg
바지핏 넘 예뽀요~~!! 너무 얇지도 않고 그렇다고 너무 두껍지도 않아서 바람에 휘날릴때도 자연스럽고 좋습니댜 제 머리 보면 아시겠지만 저날도 바닷바람 엄청 불었는데도 핏이 저 정도예여 사이즈표 자세히 안 보고 라지 샀는데 생각보다 크더라구요 근데 전…
더보기",zigzag_reviews_3.csv,"['중청', '예뽀', '바람', '좋습니댜', '머리', '바람', '보고', '라지']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"leen******
상위 15%
신고
24.07.04
옵션
Deep Blue(진청)
M
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
155cm
55kg
상의 66
하의 30
발 235mm
와 이거 물건이넹용 색깔 아주 잘빠지고
허리도 딱 좋고 (골반에 걸쳐 이ㅂ음) 3~5번째 까지
보는 그대로 해서 왼쪽은 가까운 곳에 똑딱이 햏고 오른쪽은 먼 곳에 똑딱이 했는데 저는 왼쪽이 더 맘에 들더라구요 ㅋㅎㅋㅎ 근데 키 짝아서 걍 접어 입고 살…
더보기",zigzag_reviews_3.csv,"['진청', '물건', '넹용', '색깔', '골반', '이음', '그대로', '왼쪽', '오른쪽', '왼쪽']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"미미미나
신고
24.07.01
옵션
Blue(중청)
L
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
166cm
68kg
상의 66
하의 30
발 250mm
핏이 너무 예버요,, 진짜 너무 요즘 제 교복입니다,, 밑에 단추로 팬츠 길이나 핏 느낌 조절두 가능해사 일석이조템!! 사실 유니**로 나온 아이템인지는 모르겠지만 제 혈육과도 함께 입는 중이에요 !!! ㅋㅋㅋㅋ 편하고 예쁜 와이드 핏이라고 애용하더라…
더보기",zigzag_reviews_3.csv,"['미미', '미나', '중청', '예버', '교복', '길이', '조절', '일석이조', '사실', '유니', '아이템', '혈육', '중이', '와이드', '애용']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"one_*
신고
24.05.27
옵션
Blue(중청)
M
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면보다 밝아요
정보
160cm
53kg
상의 55
하의 27
발 230mm
화면보다는 조금더 노랑끼가 있는거 같아요 첫번째사진 젤비슷
저는 웜톤이니 패스! 단추디테일 좋아요
크게입고싶어서 m샀는데 많이커요 아래디테일땜에 접지도 못해서 살더빼고 허리수선하려구요 아주만족합니다!!",zigzag_reviews_3.csv,"['중청', '노랑', '젤비슷', '웜톤', '패스', '디테일', '크게', '아래', '디테', '접지', '살더']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"49IFibuG
신고
25.04.08
옵션
Light Blue(연청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
171cm
58kg
상의 55
하의 27
발 250mm
라이브 코디 보고 반해서 그대로 구매했어요 !
역시나 색상 조합이 최고 맘에드네요.. ???? 
흑청, 중청은 M 사이즈로 소장하고 있는데 조금 널널해서 이번에는 S사이즈로 구입했더니 어머머 핏이 딱 좋아요 !!! 저랑 키, 몸무게 비슷하신 분들은 S 고…
더보기",zigzag_reviews_3.csv,"['라이브', '코디', '보고', '그대로', '역시', '조합', '최고', '에드', '중청', '소장', '널널', '이번', '몸무게']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"zxr8jEkG
상위 1%
신고
25.03.25
옵션
Blue(중청)
M
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
165cm
60kg
상의 55
하의 28
발 240mm
요새 아주 잘 입고 다니고 있는 바지 입니다!
개인적으로 밑에 버튼 닫아서 입는게 핏이 제일 예쁜 것 같아요??

사이즈는 큰거 같아요! 다른 쇼핑몰 M보다는 확실히 길고 허리도 큽니다! 기장은 좀 긴걸 좋아해서 굳이 교환은 하지 않았지만 허리에 맞추려…
더보기",zigzag_reviews_3.csv,"['중청', '요새', '개인', '버튼', '제일', '다른', '쇼핑몰', '굳이', '교환']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"ZU9K2jqp
상위 25%
신고
25.03.23
옵션
Blue(중청)
S
사이즈
생각보다 커요
퀄리티
보통이에요
색감
화면과 비슷해요
정보
158cm
55kg
상의 55
하의 26
발 240mm
후기 보면 다들 내려서 입으시던데 저는 사이즈미스+골반때문에 그렇게 못입을 것 같고 대신 배꼽까지 올라오는 하이웨이스트로 입을 것 같네요ㅠ ㅋㅋㅋ근데도 바짓단에 단추가 있어서 핏이 정말 예뻐요 낮은 신발 신어도 바닥에 바지 안 끌리고 적당히 주름 잡아…
더보기",zigzag_reviews_3.csv,"['중청', '후기', '미스', '골반', '때문', '대신', '배꼽', '하이웨이', '스트로', '정말', '신발', '신어', '바닥', '주름']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"예리한복숭아
상위 5%
신고
24.11.30
옵션
Light Blue(연청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
165cm
60kg
상의 66
하의 29
발 250mm
제가 하체비만이라서 온라인으로 바지를 산 적이 없었는데 수많은 리뷰와 청바지의 색깔이 저를 사로잡았지 모에요
실물로 받자마자 딱 제가 원하던 핀터레스트 감성 연청이라서 놀랐어요 너무 이뻐서 색 보자마자 감탄을...
그리고 기대하며 입어본 결과,, 제 …
더보기",zigzag_reviews_3.csv,"['복숭아', '하체', '비만', '온라인', '청바지', '색깔', '모에', '실물', '핀터레스트', '감성', '감탄', '결과']",positive,1,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"cnHFM33i
신고
24.09.20
옵션
Blue(중청)
S
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
163cm
48kg
상의 55
하의 25
발 245mm
여행 전에 급하게 샀는데 정말 만족하면서 입고 있어요 색감이 어디에나 잘어울리는 느낌이라 손쉽게 매치 가능해요 위에 반팔도 잘어울리고 블라우스도 잘 어울려요 핏도 너무 통크지 않고(제 기준) 힙하게 입을 수 있는 정도입니다 발목 쪽에 똑딱이가 있어서 …
더보기",zigzag_reviews_3.csv,"['중청', '여행', '정말', '어디', '매치', '팔도', '블라우스', '기준', '힙하', '발목']",positive,2,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"rbfl****
상위 30%
신고
24.06.15
옵션
Blue(중청)
S
사이즈
생각보다 커요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
159cm
54kg
상의 44
하의 28
발 235mm
구매 전 2주 동안 고민하고 구매 후 한달 동안 몇번 입어보고 후기 남겨요 우선 쌈뽕한 바지 판매해주셔서 감사합니다 ♡ 158 기준 로우라이즈로 입으면 바닥에 끌려서 굽있는 운동화 신거나, 똑딱이 하지 않고 밑단 접어입어도 핏은 예뻤답니다-! 바지 그…
더보기",zigzag_reviews_3.csv,"['중청', '동안', '고민', '동안', '몇번', '후기', '우선', '쌈뽕', '판매', '기준', '로우', '라이즈', '바닥', '운동화', '밑단']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
"VcnO0yi8
상위 5%
신고
25.05.21
옵션
Blue(중청)
M
사이즈
정사이즈예요
퀄리티
아주 만족해요
색감
화면과 비슷해요
정보
158cm
62kg
상의 66
하의 30
발 250mm
체험단 이벤트로 상품을 무료로 제공받아 작성한 리뷰입니다.
키가 작지만 색상이 너무 이쁘고 단추가 있어 일단 바로 눌러버린 실물이 진짜 찐 예쁜 바지입니다!!!!

단추를 너무 믿은 나머지 작디작은 제 키를 깜빡했네요... 바지가 색상도 너무 예쁘고 재질도 좋아서 4계잘 가능할 것 같아 수선을 해서라도 딘추를…
더보기",zigzag_reviews_3.csv,"['중청', '이벤트', '무료', '제공', '작성', '일단', '바로', '실물', '나머지', '깜빡', '수선', '딘추']",positive,0,하의/바지/청바지,review_3.jpg,https://zigzag.kr/catalog/products/129076367
